gene_symbol,candidate_rank,priority_group,pathway,pathway_rank,pathway_priority,n_convergent_FDR_celltypes,n_same_direction_celltypes,shared_AD_PD_leading_edge
IL12A,1027,P5_single_ocular_FDR,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
IL18,145,P3_recurrent_dual_ocular_directional,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
TNF,16602,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,True
CCL5,9904,P6_brain_plus_retina_expression,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
CCR1,17384,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
IL1B,16617,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,True
ICAM1,9740,P6_brain_plus_retina_expression,Interleukin-10 signaling,1166,R5_single_directional,0,1,True
CCL3,16604,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,True
CCL2,9666,P6_brain_plus_retina_expression,Interleukin-10 signaling,1166,R5_single_directional,0,1,True
STAT3,480,P4_single_dual_ocular_directional,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
FPR1,10833,P6_brain_plus_retina_expression,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
RPS19BP1,5384,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
SIRT1,3978,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
BAG3,1210,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
DNAJB1,2753,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
NUP88,5081,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
NUP43,3824,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
TNFRSF21,2703,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA2,4084,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA4L,6061,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
ST13,518,P5_single_ocular_FDR,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
HIKESHI,13748,P7_other,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
MAPK3,3708,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
SEH1L,2538,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
SERPINH1,1166,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
RPA1,4060,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP133,4897,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP153,4042,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
BAG4,910,P5_single_ocular_FDR,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
GSK3B,2488,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP107,2429,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP214,2454,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
POM121C,12503,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA1A,762,P5_single_ocular_FDR,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
DEDD2,1325,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
ATM,3957,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP155,8760,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA1L,3966,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSF1,2345,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
UBB,10676,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
HSPA8,14198,P7_other,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
COL4A6,10022,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
HSPA9,11771,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP160,5651,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP98,11404,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
NUP54,2652,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
DNAJC7,9342,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP210,14822,P7_other,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
SEC13,3608,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA13,9517,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
MRPL18,3070,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
DNAJB6,2998,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
RANBP2,7075,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
NUP93,1788,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
POM121,5560,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP205,12179,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
FKBP4,2894,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
CCAR2,3508,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
YWHAE,12328,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
BAG1,447,P4_single_dual_ocular_directional,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
BAG2,1252,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
HSPB1,2816,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPH1,2714,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
NDC1,3812,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP35,298,P4_single_dual_ocular_directional,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA4,3232,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
NUP50,3797,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP85,14812,P7_other,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
AAAS,7045,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
MAPKAPK2,4409,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA12A,4233,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
DNAJC2,2601,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
TPR,11720,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,True
RPA3,10009,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
NUP58,9559,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA5,884,P5_single_ocular_FDR,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSPA1B,10457,P6_brain_plus_retina_expression,Regulation of HSF1-mediated heat shock response,1167,R5_single_directional,0,1,False
HSP90AA1,192,P3_recurrent_dual_ocular_directional,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
CSNK2A1,12797,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,False
HSP90AB1,14494,P7_other,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
SPCS1,14353,P7_other,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
XPO1,5107,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
PPP1CB,3949,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,False
CSNK2A2,12404,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,False
KPNB1,42,P3_recurrent_dual_ocular_directional,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,False
SPCS2,4415,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,False
SPCS3,11318,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
PPP1CC,5195,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
FURIN,12041,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
HSPA8,14198,P7_other,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
SEC11A,4318,P6_brain_plus_retina_expression,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
SEC11C,14426,P7_other,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",1168,R5_single_directional,0,1,True
ARFGEF2,9136,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GNG7,5752,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GNA15,12935,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
KIF13A,8275,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CCT8,8552,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
PDCL,14607,P7_other,Protein folding,1169,R5_single_directional,0,1,False
TBCC,11233,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
FBXO6,3473,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CCNE1,6021,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
LONP2,9636,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CCT6B,4044,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
TBCA,12400,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
USP11,32,P3_recurrent_dual_ocular_directional,Protein folding,1169,R5_single_directional,0,1,True
ACTB,9554,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
FBXW7,9468,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
STAT3,480,P4_single_dual_ocular_directional,Protein folding,1169,R5_single_directional,0,1,False
KIFC3,9055,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,True
FBXL5,9148,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
HDAC3,4810,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
FBXW10,12847,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
TUBB2A,3276,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
RGS7,2847,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,True
GNG12,10396,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,True
CSNK2A1,12797,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GNB5,11748,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GAPDHS,491,P4_single_dual_ocular_directional,Protein folding,1169,R5_single_directional,0,1,False
TBCD,2224,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
SPHK1,11668,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CCNE2,12234,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
FBXL3,4167,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GNA11,5448,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
TUBB2B,6575,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
PFDN6,3284,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
TP53,11072,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CCT5,2594,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GNA14,14418,P7_other,Protein folding,1169,R5_single_directional,0,1,False
FKBP9,4203,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CSNK2A2,12404,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
RGS9,6556,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GNB2,2468,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
DCAF7,5490,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
GNG4,5517,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
FBXW4,8233,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
RGS11,8467,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CCT6A,11850,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
TUBA1A,11055,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,True
PFDN4,303,P4_single_dual_ocular_directional,Protein folding,1169,R5_single_directional,0,1,False
TBCB,29,P3_recurrent_dual_ocular_directional,Protein folding,1169,R5_single_directional,0,1,False
CCT2,8774,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
WRAP53,14612,P7_other,Protein folding,1169,R5_single_directional,0,1,False
GNB3,17263,P7_other,Protein folding,1169,R5_single_directional,0,1,False
TCP1,3188,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
CCT3,4500,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,False
TUBB4B,6092,P6_brain_plus_retina_expression,Protein folding,1169,R5_single_directional,0,1,True
